Date,Open,High,Low,Close,Shares Traded,Turnover (? Cr)
21-Jul-20,11126.1,11179.55,11113.25,11162.25,7.72E+08,42461.89
22-Jul-20,11231.2,11238.1,11056.55,11132.6,7.65E+08,41068.72
23-Jul-20,11135,11239.8,11103.15,11215.45,6.22E+08,32744.93
24-Jul-20,11149.95,11225.4,11090.3,11194.15,6.79E+08,40217.17
27-Jul-20,11225,11225,11087.85,11131.8,5.88E+08,34539.73
28-Jul-20,11154.1,11317.75,11151.4,11300.55,6.84E+08,38677.47
29-Jul-20,11276.9,11341.4,11149.75,11202.85,6.01E+08,38726.02
30-Jul-20,11254.3,11299.95,11084.95,11102.15,6.78E+08,39150.44
31-Jul-20,11139.5,11150.4,11026.65,11073.45,6.43E+08,36220.09
########,11057.55,11058.05,10882.25,10891.6,6.81E+08,31149.94
########,10946.65,11112.25,10908.1,11095.25,6.26E+08,35357.96
########,11155.75,11225.65,11064.05,11101.65,6.68E+08,34894.58
########,11185.7,11256.8,11127.3,11200.15,6.00E+08,31501.08
########,11186.65,11231.9,11142.05,11214.05,4.53E+08,27054.43
########,11270.25,11337.3,11238,11270.15,4.92E+08,29108.25
########,11322.25,11373.6,11299.15,11322.5,5.86E+08,30314.89
########,11289,11322,11242.65,11308.4,6.10E+08,28088.09
########,11334.85,11359.3,11269.95,11300.45,5.62E+08,26500.52
########,11353.3,11366.25,11111.45,11178.4,6.45E+08,31059.23
########,11248.9,11267.1,11144.5,11247.1,6.34E+08,27468.67
########,11259.8,11401.7,11253.15,11385.35,5.79E+08,27267.51
########,11452.15,11460.35,11394.1,11408.4,6.26E+08,27528.12
########,11317.45,11361.45,11289.8,11312.2,7.92E+08,27676.18
########,11409.65,11418.5,11362.2,11371.6,6.69E+08,26294.26
########,11412,11497.25,11410.65,11466.45,5.33E+08,28920.84
########,11513.1,11525.9,11423.35,11472.25,6.38E+08,28742.82
########,11512.85,11561.75,11461.85,11549.6,7.43E+08,34852.01
########,11609.3,11617.35,11540.6,11559.25,7.20E+08,31580.61
########,11602.95,11686.05,11589.4,11647.6,8.07E+08,39349.92
########,11777.55,11794.25,11325.85,11387.5,1.37E+09,61668.55
########,11464.3,11553.55,11366.9,11470.25,7.84E+08,36752.54
########,11478.55,11554.75,11430.4,11535,5.93E+08,27454.65
########,11566.2,11584.95,11507.65,11527.45,6.07E+08,26868.26
########,11354.4,11452.05,11303.65,11333.85,6.81E+08,31746.86
########,11359.6,11381.15,11251.7,11355.05,5.60E+08,25959.82
########,11378.55,11437.25,11290.45,11317.35,5.72E+08,27979.7
########,11218.6,11298.15,11185.15,11278,7.29E+08,32660.67
########,11363.3,11464.05,11327.4,11449.25,6.79E+08,39239.1
########,11447.8,11493.5,11419.9,11464.45,5.55E+08,29614.09
########,11540.15,11568.9,11383.55,11440.05,6.42E+08,33996.94
########,11487.2,11535.95,11442.25,11521.8,5.07E+08,28054.51
########,11538.45,11618.1,11516.75,11604.55,5.28E+08,27629.71
########,11539.4,11587.2,11498.5,11516.1,5.18E+08,29674.95
########,11584.1,11584.1,11446.1,11504.95,7.64E+08,48698.68
########,11503.8,11535.25,11218.5,11250.55,6.03E+08,37213.23
########,11301.75,11302.2,11084.65,11153.65,6.72E+08,36296.49
########,11258.75,11259.55,11024.4,11131.85,7.15E+08,35542.98
########,11011,11015.3,10790.2,10805.55,7.06E+08,33623.71
########,10910.4,11072.6,10854.85,11050.25,5.60E+08,31122.18
########,11140.85,11239.35,11099.85,11227.55,4.73E+08,24361.17
########,11288.6,11305.4,11181,11222.4,4.98E+08,26875.14
########,11244.45,11295.4,11184.55,11247.55,4.99E+08,28134.77
########,11364.45,11428.6,11347.05,11416.95,4.48E+08,26212.72
########,11487.8,11578.05,11452.3,11503.35,5.31E+08,31341.55
########,11603.45,11680.3,11564.3,11662.4,5.61E+08,30373.65
########,11679.25,11763.05,11629.35,11738.85,5.13E+08,32935.98
########,11835.4,11905.7,11791.15,11834.6,6.09E+08,38677.49
########,11852.05,11938.6,11805.2,11914.2,6.11E+08,34546.8
########,11973.55,12022.05,11867.2,11930.95,5.23E+08,26586.47
########,11934.65,11988.2,11888.9,11934.5,4.58E+08,29403.22
########,11917.4,11997.2,11822.15,11971.05,5.69E+08,29940.62
########,12023.45,12025.45,11661.3,11680.35,6.09E+08,35175.92
########,11727.4,11789.75,11667.85,11762.45,5.56E+08,30439.19
########,11879.2,11898.25,11820.4,11873.05,5.41E+08,29888.6
########,11861,11949.25,11837.25,11896.8,4.54E+08,28367.34
########,11958.55,12018.65,11775.75,11937.65,6.24E+08,37477.13
########,11890,11939.55,11823.45,11896.45,5.45E+08,33013.17
########,11957.9,11974.55,11908.75,11930.35,5.02E+08,27424.61
########,11937.4,11942.85,11711.7,11767.75,5.20E+08,29316.02
########,11807.1,11899.05,11723,11889.4,6.16E+08,37989.97
########,11922.6,11929.4,11684.85,11729.6,7.04E+08,37025.89
########,11633.3,11744.15,11606.45,11670.8,5.55E+08,30436.62
########,11678.45,11748.95,11535.45,11642.4,5.54E+08,28151.58
########,11697.35,11725.65,11557.4,11669.15,5.68E+08,35714.57
########,11734.45,11836.2,11723.3,11813.5,6.74E+08,36363.95
########,11783.35,11929.65,11756.4,11908.5,6.67E+08,38552.09
########,12062.4,12131.1,12027.6,12120.3,6.32E+08,32311.46
########,12156.65,12280.4,12131.85,12263.55,5.77E+08,34965.94
########,12399.4,12474.05,12367.35,12461.05,5.53E+08,34255.11
########,12556.4,12643.9,12475.25,12631.1,8.47E+08,51247.01
########,12680.6,12769.75,12571.1,12749.15,8.80E+08,54744.55
########,12702.15,12741.15,12624.85,12690.8,6.22E+08,36794.24
########,12659.7,12735.95,12607.7,12719.95,5.14E+08,34568.65
########,12823.35,12828.7,12749.45,12780.25,1.08E+08,5189.38
########,12932.5,12934.05,12797.1,12874.2,7.08E+08,40977.03
########,12860.1,12948.85,12819.35,12938.25,7.31E+08,39856.45
########,12839.5,12963,12745.75,12771.7,7.69E+08,44747.08
########,12813.4,12892.45,12730.25,12859.05,6.64E+08,42992.15
########,12960.3,12968.85,12825.7,12926.45,6.33E+08,42031.38
########,13002.6,13079.1,12978,13055.15,5.72E+08,37094.23
########,13130,13145.85,12833.65,12858.4,6.79E+08,37401.36
########,12906.45,13018,12790.4,12987,5.50E+08,34624.15
########,13012.05,13035.3,12914.3,12968.95,1.16E+09,78522.93
########,13062.2,13128.4,12962.8,13109.05,5.84E+08,32917.26
########,13121.4,13128.5,12983.55,13113.75,7.18E+08,34008.74
########,13215.3,13216.6,13107.9,13133.9,7.14E+08,39627.71
########,13177.4,13280.05,13152.85,13258.55,6.41E+08,36428.05
########,13264.85,13366.65,13241.95,13355.75,5.92E+08,33578.64
########,13393.85,13435.45,13311.05,13392.95,5.43E+08,33755.81
########,13458.1,13548.9,13449.6,13529.1,5.03E+08,28726.97
########,13488.5,13503.55,13399.3,13478.3,5.53E+08,30400.2
########,13512.3,13579.35,13402.85,13513.85,7.88E+08,33696.57
########,13571.45,13597.5,13472.45,13558.15,5.58E+08,28133.58
########,13547.2,13589.65,13447.05,13567.85,4.98E+08,30828.33
########,13663.1,13692.35,13606.45,13682.7,4.62E+08,27460.18
########,13713.55,13773.25,13673.55,13740.7,4.16E+08,27712.93
########,13764.4,13772.85,13658.6,13760.55,5.19E+08,34803.3
########,13741.9,13777.5,13131.45,13328.4,6.87E+08,38243.62
########,13373.65,13492.05,13192.9,13466.3,6.96E+08,36328.33
########,13473.5,13619.45,13432.2,13601.1,4.59E+08,27073.45
########,13672.15,13771.75,13626.9,13749.25,4.71E+08,24764.35
########,13815.15,13885.3,13811.55,13873.2,4.04E+08,20923.06
########,13910.35,13967.6,13859.9,13932.6,4.40E+08,25154.23
########,13980.9,13997,13864.95,13981.95,3.81E+08,24633.12
########,13970,14024.85,13936.45,13981.75,4.52E+08,26305.82
1-Jan-21,13996.1,14049.85,13991.35,14018.5,2.58E+08,15873.75
4-Jan-21,14104.35,14147.95,13953.75,14132.9,4.95E+08,28705.09
5-Jan-21,14075.15,14215.6,14048.15,14199.5,4.92E+08,30872.87
6-Jan-21,14240.95,14244.15,14039.9,14146.25,6.32E+08,34615.55
7-Jan-21,14253.75,14256.25,14123.1,14137.35,5.59E+08,33446.47
8-Jan-21,14258.4,14367.3,14221.65,14347.25,6.13E+08,37615.19
11-Jan-21,14474.05,14498.2,14383.1,14484.75,6.73E+08,40186.21
12-Jan-21,14473.8,14590.65,14432.85,14563.45,9.30E+08,44976.12
13-Jan-21,14639.8,14653.35,14435.7,14564.85,8.74E+08,44682.93
14-Jan-21,14550.05,14617.8,14471.5,14595.6,6.20E+08,37534.37
15-Jan-21,14594.35,14617.45,14357.85,14433.7,7.90E+08,39912.18
18-Jan-21,14453.3,14459.15,14222.8,14281.3,7.62E+08,41716.22
19-Jan-21,14371.65,14546.05,14350.85,14521.15,5.46E+08,33084.79
20-Jan-21,14538.3,14666.45,14517.55,14644.7,6.23E+08,34639.36
21-Jan-21,14730.95,14753.55,14517.25,14590.35,7.05E+08,41939.04
22-Jan-21,14583.4,14619.9,14357.75,14371.9,7.77E+08,45322.54
25-Jan-21,14477.8,14491.1,14218.6,14238.9,6.19E+08,42278.39
27-Jan-21,14237.95,14237.95,13929.3,13967.5,6.61E+08,40579.24
28-Jan-21,13810.4,13898.25,13713.25,13817.55,6.38E+08,39881.82
29-Jan-21,13946.6,13966.85,13596.75,13634.6,7.53E+08,46918.29
########,13758.6,14336.35,13661.75,14281.2,8.71E+08,51840.22
########,14481.1,14731.7,14469.15,14647.85,9.15E+08,58177.74
########,14754.9,14868.85,14574.15,14789.95,8.69E+08,49312.35
########,14789.05,14913.7,14714.75,14895.65,8.85E+08,47811.8
########,14952.6,15014.65,14864.75,14924.25,9.36E+08,54394.63
########,15064.3,15159.9,15041.05,15115.8,6.71E+08,40483.96
########,15164.15,15257.1,15064.3,15109.3,7.13E+08,41930.72
########,15119.05,15168.25,14977.2,15106.5,6.25E+08,40707.97
########,15073.25,15188.5,15065.4,15173.3,5.00E+08,30933.44
########,15186.2,15243.5,15081,15163.3,5.72E+08,32304.24
########,15270.3,15340.15,15243.4,15314.7,4.56E+08,28955.29
########,15371.45,15431.75,15242.2,15313.45,6.49E+08,36550.03
########,15279.9,15314.3,15170.75,15208.9,5.05E+08,34073.12
########,15238.7,15250.75,15078.05,15118.95,7.71E+08,37093.99
########,15074.8,15144.05,14898.2,14981.75,7.12E+08,37419.34
########,14999.05,15010.1,14635.05,14675.7,6.10E+08,37578.07
########,14782.25,14854.5,14651.85,14707.8,7.44E+08,39508.09
########,14729.15,15008.8,14723.05,14982,4.04E+08,23723.99
########,15079.85,15176.5,15065.35,15097.35,8.04E+08,42983.07
########,14888.6,14919.45,14467.75,14529.15,1.10E+09,65012.96
########,14702.5,14806.8,14638.55,14761.55,5.07E+08,30030.57
########,14865.3,14959.1,14760.8,14919.1,6.22E+08,34647.26
########,15064.4,15273.15,14995.8,15245.6,5.44E+08,34567.73
########,15026.75,15202.35,14980.2,15080.75,5.35E+08,36036.02
########,14977.95,15092.35,14862.1,14938.1,6.41E+08,37811.6
########,15002.45,15111.15,14919.9,14956.2,5.80E+08,29518.07
########,15049.9,15126.85,14925.45,15098.4,6.75E+08,38365.48
########,15202.15,15218.45,15100.85,15174.8,4.05E+08,25603.32
########,15321.15,15336.3,14953.6,15030.95,4.93E+08,32195.96
########,15048.4,15048.4,14745.85,14929.5,4.67E+08,28118
########,14996.1,15051.6,14890.65,14910.45,4.38E+08,27975.07
########,14946.55,14956.55,14696.05,14721.3,4.79E+08,27983.5
########,14855.5,14875.2,14478.6,14557.85,5.42E+08,31339.71
########,14471.15,14788.25,14350.1,14744,9.19E+08,49011.27
########,14736.3,14763.9,14597.85,14736.4,4.59E+08,27345.02
########,14768.55,14878.6,14707,14814.75,4.74E+08,30322.09
########,14712.45,14752.35,14535,14549.4,4.56E+08,27868.93
########,14570.9,14575.6,14264.4,14324.9,6.07E+08,35350.22
########,14506.3,14572.9,14414.25,14507.3,4.81E+08,29423.45
########,14628.5,14876.3,14617.6,14845.1,5.95E+08,35117.93
########,14811.85,14813.75,14670.25,14690.7,4.37E+08,29741.83
1-Apr-21,14798.4,14883.2,14692.45,14867.35,4.30E+08,29585.23
5-Apr-21,14837.7,14849.85,14459.5,14637.8,5.00E+08,33885.39
6-Apr-21,14737,14779.1,14573.9,14683.5,4.74E+08,31885.97
7-Apr-21,14716.45,14879.8,14649.85,14819.05,4.76E+08,35184.96
8-Apr-21,14875.65,14984.15,14821.1,14873.8,5.04E+08,34444.56
9-Apr-21,14882.65,14918.45,14785.65,14834.85,4.98E+08,35010.36
12-Apr-21,14644.65,14652.5,14248.7,14310.8,6.38E+08,43433.24
13-Apr-21,14364.9,14528.9,14274.9,14504.8,5.89E+08,40846.57
15-Apr-21,14522.4,14597.55,14353.2,14581.45,5.57E+08,40177.25
16-Apr-21,14599.6,14697.7,14559,14617.85,5.69E+08,36653.65
19-Apr-21,14306.6,14382.3,14191.4,14359.45,5.03E+08,34751.95
20-Apr-21,14526.7,14526.95,14207.3,14296.4,4.57E+08,34687.11
22-Apr-21,14219.15,14424.75,14151.4,14406.15,5.17E+08,37235.71
23-Apr-21,14326.35,14461.15,14273.3,14341.35,4.77E+08,31894.66
26-Apr-21,14449.45,14557.5,14421.3,14485,4.49E+08,33156.16
27-Apr-21,14493.8,14667.55,14484.85,14653.05,4.42E+08,32181.14
28-Apr-21,14710.5,14890.25,14694.95,14864.55,4.54E+08,37650.11
29-Apr-21,14979,15044.35,14814.45,14894.9,5.11E+08,41597.37
30-Apr-21,14747.35,14855.45,14601.7,14631.1,5.95E+08,40335.86
########,14481.05,14673.85,14416.25,14634.15,4.43E+08,32538.97
########,14687.25,14723.4,14461.5,14496.5,4.80E+08,34024.77
########,14604.15,14637.9,14506.6,14617.85,4.37E+08,28942.47
########,14668.35,14743.9,14611.5,14724.8,4.45E+08,31015.95
########,14816.85,14863.05,14765.5,14823.15,4.84E+08,33583.37
########,14928.25,14966.9,14892.5,14942.35,5.11E+08,31620.64
########,14789.7,14900,14771.4,14850.75,6.16E+08,32955.82
########,14823.55,14824.05,14649.7,14696.5,6.20E+08,32035.23
########,14749.4,14749.65,14591.9,14677.8,6.03E+08,39176.28
########,14756.25,14938,14725.35,14923.15,5.35E+08,35571.28
########,15067.2,15137.25,15043.7,15108.1,5.72E+08,35634.73
########,15058.6,15133.4,15008.85,15030.15,5.63E+08,31100.21
########,15042.6,15069.8,14884.9,14906.05,4.67E+08,28002.53
########,14987.8,15190,14985.85,15175.3,5.58E+08,31921.76
########,15211.35,15256.25,15145.45,15197.7,5.67E+08,32061.04
########,15291.75,15293.85,15163.4,15208.45,4.17E+08,26871.99
########,15257.05,15319.9,15194.95,15301.45,3.78E+08,26187.83
########,15323.95,15384.55,15272.5,15337.85,6.82E+08,48219.93
########,15421.2,15469.65,15394.75,15435.65,4.56E+08,32992.08
########,15437.75,15606.35,15374,15582.8,4.36E+08,32739.29
1-Jun-21,15629.65,15660.75,15528.3,15574.85,4.10E+08,27964.09
2-Jun-21,15520.35,15597.45,15459.85,15576.2,4.29E+08,28781.87
3-Jun-21,15655.55,15705.1,15611,15690.35,4.10E+08,27519.48
4-Jun-21,15712.5,15733.6,15622.35,15670.25,4.14E+08,25363.03
7-Jun-21,15725.1,15773.45,15678.1,15751.65,3.94E+08,25411.48
8-Jun-21,15773.9,15778.8,15680,15740.1,3.78E+08,24172.13
9-Jun-21,15766.3,15800.45,15566.9,15635.35,4.58E+08,26926.49
10-Jun-21,15692.1,15751.25,15648.5,15737.75,2.98E+08,23032.9
11-Jun-21,15796.45,15835.55,15749.8,15799.35,3.63E+08,24591.69
14-Jun-21,15791.4,15823.05,15606.5,15811.85,3.93E+08,28001.5
15-Jun-21,15866.95,15901.6,15842.4,15869.25,3.23E+08,22181.26
16-Jun-21,15847.5,15880.85,15742.6,15767.55,3.40E+08,22505.95
17-Jun-21,15648.3,15769.35,15616.75,15691.4,3.58E+08,26048.47
18-Jun-21,15756.5,15761.5,15450.9,15683.35,6.41E+08,42024.55
21-Jun-21,15525.85,15765.15,15505.65,15746.5,3.52E+08,22525.89
22-Jun-21,15840.5,15895.75,15752.1,15772.75,3.22E+08,24440.47
23-Jun-21,15862.8,15862.95,15673.95,15686.95,2.88E+08,23222.94
24-Jun-21,15737.3,15821.4,15702.7,15790.45,3.17E+08,29623.58
25-Jun-21,15839.35,15870.8,15772.3,15860.35,3.15E+08,26933.22
28-Jun-21,15915.35,15915.65,15792.15,15814.7,2.55E+08,18713.41
29-Jun-21,15807.5,15835.9,15724.05,15748.45,3.60E+08,24392.13
30-Jun-21,15776.9,15839.1,15708.75,15721.5,2.62E+08,20379.76
1-Jul-21,15755.05,15755.55,15667.05,15680,2.25E+08,17359.97
2-Jul-21,15705.85,15738.35,15635.95,15722.2,2.55E+08,18015.42
5-Jul-21,15793.4,15845.95,15762.05,15834.35,2.07E+08,14976.54
6-Jul-21,15813.75,15914.2,15801,15818.25,3.91E+08,24456.05
7-Jul-21,15819.6,15893.55,15779.7,15879.65,3.29E+08,22259.96
8-Jul-21,15855.4,15885.75,15682.9,15727.9,3.08E+08,19597.95
9-Jul-21,15688.25,15730.85,15632.75,15689.8,2.43E+08,19976.86
12-Jul-21,15766.8,15789.2,15644.75,15692.6,2.16E+08,18482.89
13-Jul-21,15794,15820.8,15744.6,15812.35,2.47E+08,18205.97
14-Jul-21,15808.7,15877.35,15764.2,15853.95,2.40E+08,18372.84
15-Jul-21,15872.15,15952.35,15855,15924.2,2.85E+08,20961.37
16-Jul-21,15958.35,15962.25,15882.6,15923.4,2.76E+08,18758.13
19-Jul-21,15754.5,15836.9,15707.5,15752.4,2.42E+08,18088.78
20-Jul-21,15703.95,15728.45,15578.55,15632.1,2.74E+08,21329.55
22-Jul-21,15736.6,15834.8,15726.4,15824.05,2.65E+08,23988.39
23-Jul-21,15856.8,15899.8,15768.4,15856.05,2.94E+08,20685.82
26-Jul-21,15849.3,15893.35,15797,15824.45,2.67E+08,19487.18
27-Jul-21,15860.5,15881.55,15701,15746.45,3.11E+08,26117.34
28-Jul-21,15761.55,15767.5,15513.45,15709.4,3.19E+08,26090.48
29-Jul-21,15762.7,15817.35,15737.8,15778.45,4.02E+08,29460.54
30-Jul-21,15800.6,15862.8,15744.85,15763.05,4.00E+08,30539.63
########,15874.9,15892.9,15834.65,15885.15,2.45E+08,20766.99
########,15951.55,16146.9,15914.35,16130.75,3.41E+08,26373.24
########,16195.25,16290.2,16176.15,16258.8,4.27E+08,32434.78
########,16288.95,16349.45,16210.3,16294.6,4.18E+08,31386.78
########,16304.4,16336.75,16223.3,16238.2,3.20E+08,24716.17
########,16281.35,16320.75,16179.05,16258.25,2.40E+08,18302.03
########,16274.8,16359.25,16202.25,16280.1,2.88E+08,22600.38
########,16327.3,16338.75,16162.55,16282.25,2.78E+08,20306.59
########,16303.65,16375.5,16286.9,16364.4,2.80E+08,18548.87
########,16385.7,16543.6,16376.3,16529.1,3.22E+08,27163.08
########,16518.4,16589.4,16480.75,16563.05,2.54E+08,21456.2
########,16545.25,16628.55,16495.4,16614.6,2.97E+08,25696.44
########,16691.95,16701.85,16535.85,16568.85,2.52E+08,22721.54
########,16382.5,16509.55,16376.05,16450.5,3.51E+08,30118.23
########,16592.25,16592.5,16395.7,16496.45,2.76E+08,24355.77
########,16561.4,16647.1,16495.3,16624.6,2.75E+08,24992.32
########,16654,16712.45,16617.5,16634.65,2.66E+08,22210.6
########,16627.95,16683.7,16603.4,16636.9,2.54E+08,22320.21
########,16642.55,16722.05,16565.6,16705.2,2.17E+08,20499.85
########,16775.85,16951.5,16764.85,16931.05,2.83E+08,23615.87
########,16947.5,17153.5,16915.85,17132.2,4.64E+08,40147.89
########,17185.6,17225.75,17055.05,17076.25,3.02E+08,27691.93
########,17095.4,17245.5,17059.7,17234.15,2.42E+08,22620.36
########,17262.45,17340.1,17212.2,17323.6,2.61E+08,23579.17
########,17399.35,17429.55,17345.55,17377.8,2.28E+08,21270.62
########,17401.55,17436.5,17287,17362.1,2.43E+08,19848.94
########,17375.75,17383.4,17254.2,17353.5,2.53E+08,22696.35
########,17312.85,17379.65,17302.7,17369.25,2.42E+08,17719.78
########,17363.55,17378.35,17269.15,17355.3,2.41E+08,18498.63
########,17420.35,17438.55,17367.05,17380,2.30E+08,18702.82
########,17387.65,17532.7,17386.9,17519.45,3.88E+08,24256.8
########,17539.2,17644.6,17510.45,17629.5,5.03E+08,30189.77
########,17709.65,17792.95,17537.65,17585.15,5.08E+08,43345.58
########,17443.85,17622.75,17361.8,17396.9,3.39E+08,25304.27
########,17450.5,17578.35,17326.1,17562,3.64E+08,26520.99
########,17580.9,17610.45,17524,17546.65,2.95E+08,21772.23
########,17670.85,17843.9,17646.55,17822.95,3.21E+08,25005.36
########,17897.45,17947.65,17819.4,17853.2,3.60E+08,30787.59
########,17932.2,17943.5,17802.9,17855.1,2.96E+08,24244.98
########,17906.45,17912.85,17576.1,17748.6,3.98E+08,27055.36
########,17657.95,17781.75,17608.15,17711.3,5.62E+08,30621.28
########,17718.9,17742.15,17585.35,17618.15,3.79E+08,27167.19
########,17531.9,17557.15,17452.9,17532.05,3.06E+08,20911.61
########,17615.55,17750.9,17581.35,17691.25,2.96E+08,21343.51
########,17661.35,17833.45,17640.9,17822.3,4.27E+08,23066.8
########,17861.5,17884.6,17613.15,17646,3.96E+08,24504.3
########,17810.55,17857.55,17763.8,17790.35,4.20E+08,27371.98
########,17886.85,17941.85,17840.35,17895.2,3.24E+08,22778.68
########,17867.55,18041.95,17839.1,17945.95,3.76E+08,29000.2
########,17915.8,18008.65,17864.95,17991.95,3.56E+08,26491.42
########,18097.85,18197.8,18050.75,18161.75,5.07E+08,34503
########,18272.85,18350.75,18248.7,18338.55,5.39E+08,38903.16
########,18500.1,18543.15,18445.3,18477.05,4.70E+08,36800.84
########,18602.35,18604.45,18377.7,18418.75,3.68E+08,30505.86
########,18439.9,18458.3,18209.35,18266.6,3.71E+08,28968.42
########,18382.7,18384.2,18048,18178.1,3.66E+08,30839.79
########,18230.7,18314.25,18034.35,18114.9,3.25E+08,26938.88
########,18229.5,18241.4,17968.5,18125.4,4.19E+08,34572.34
########,18154.5,18310.45,18099.3,18268.4,3.41E+08,29764.61
########,18295.85,18342.05,18167.9,18210.95,3.35E+08,30823.75
########,18187.65,18190.7,17799.45,17857.25,3.74E+08,30222.34
########,17833.05,17915.85,17613.1,17671.65,3.36E+08,28136
########,17783.15,17954.1,17697.1,17929.65,2.81E+08,24354.38
########,17970.9,18012.25,17847.6,17888.95,2.96E+08,23371.51
########,17947.95,17988.75,17757.95,17829.2,3.31E+08,26186.85
########,17935.05,17947.55,17900.6,17916.8,48520856,3637.06
########,18040.2,18087.8,17836.1,18068.55,3.39E+08,30908.23
########,18084.35,18112.6,17983.05,18044.25,2.70E+08,23686.09
########,17973.45,18061.25,17915,18017.2,2.61E+08,22281.11
########,17967.45,17971.35,17798.2,17873.6,2.32E+08,20074.78
########,17977.6,18123,17905.9,18102.75,2.49E+08,22164.33
########,18140.95,18210.15,18071.3,18109.45,2.80E+08,19099.6
########,18127.05,18132.65,17958.8,17999.2,2.67E+08,24101.67
########,17939.35,18022.65,17879.25,17898.65,2.96E+08,22950.84
########,17890.55,17945.6,17688.5,17764.8,2.78E+08,22625.36
########,17796.25,17805.25,17280.45,17416.55,3.56E+08,29570.57
########,17281.75,17553.7,17216.1,17503.35,3.09E+08,26240.41
########,17550.05,17600.6,17354,17415.05,2.98E+08,23766.93
########,17417.3,17564.35,17351.7,17536.25,2.56E+08,21953.33
########,17338.75,17355.4,16985.7,17026.45,3.56E+08,28485.53
########,17055.8,17160.7,16782.4,17053.95,3.49E+08,27428.2
########,17051.15,17324.65,16931.4,16983.2,4.98E+08,41494.9
########,17104.4,17213.05,17064.25,17166.9,2.96E+08,24098.73
########,17183.2,17420.35,17149.3,17401.65,2.80E+08,22473.64
########,17424.9,17489.8,17180.8,17196.7,2.93E+08,23100.57
########,17209.05,17216.75,16891.7,16912.25,2.32E+08,17912.15
########,17044.1,17251.65,16987.75,17176.7,2.54E+08,21693.69
########,17315.25,17484.6,17308.95,17469.75,2.58E+08,21665.95
########,17524.4,17543.25,17379.6,17516.85,2.37E+08,18984.75
########,17476.05,17534.35,17405.25,17511.3,2.04E+08,16399.53
########,17619.1,17639.5,17355.95,17368.25,2.57E+08,20592.03
########,17283.2,17376.2,17225.8,17324.9,2.71E+08,20459.79
########,17323.65,17351.2,17192.2,17221.4,2.15E+08,17046.42
########,17373,17379.35,17184.95,17248.4,2.19E+08,18493.54
########,17276,17298.15,16966.45,16985.2,3.55E+08,31326.91
########,16824.25,16840.1,16410.2,16614.2,3.31E+08,25123.59
########,16773.15,16936.4,16688.25,16770.85,2.41E+08,19783.04
########,16865.55,16971,16819.5,16955.45,2.08E+08,17443.94
########,17066.8,17118.65,17015.55,17072.6,1.97E+08,15755.89
########,17149.5,17155.6,16909.6,17003.75,1.83E+08,15435.01
########,16937.75,17112.05,16833.2,17086.25,1.45E+08,12567.03
########,17177.6,17250.25,17161.15,17233.25,1.76E+08,14553.76
########,17220.1,17285.95,17176.65,17213.6,1.62E+08,14320.79
########,17201.45,17264.05,17146.35,17203.95,3.21E+08,21929.19
########,17244.5,17400.8,17238.5,17354.05,1.67E+08,14588.54
3-Jan-22,17387.15,17646.65,17383.3,17625.7,2.00E+08,16181.36
4-Jan-22,17681.4,17827.6,17593.55,17805.25,2.47E+08,18604.16
5-Jan-22,17820.1,17944.7,17748.85,17925.25,2.51E+08,23737.31
6-Jan-22,17768.5,17797.95,17655.55,17745.9,2.36E+08,22643.82
7-Jan-22,17797.6,17905,17704.55,17812.7,2.39E+08,21447.89
10-Jan-22,17913.3,18017.45,17879.15,18003.3,2.32E+08,20853.64
11-Jan-22,17997.75,18081.25,17964.4,18055.75,2.20E+08,20781.46
12-Jan-22,18170.4,18227.95,18128.8,18212.35,2.45E+08,22298.69
13-Jan-22,18257,18272.25,18163.8,18257.8,3.04E+08,28670.93
14-Jan-22,18185,18286.95,18119.65,18255.75,2.29E+08,21024.51
17-Jan-22,18235.65,18321.55,18228.75,18308.1,2.67E+08,23859.38
18-Jan-22,18337.2,18350.95,18085.9,18113.05,2.28E+08,20852.67
19-Jan-22,18129.2,18129.2,17884.9,17938.4,2.77E+08,25310.19
20-Jan-22,17921,17943.7,17648.45,17757,2.58E+08,25863.29
21-Jan-22,17613.7,17707.6,17485.85,17617.15,2.78E+08,25941.64
24-Jan-22,17575.15,17599.4,16997.85,17149.1,3.24E+08,28387.73
25-Jan-22,17001.55,17309.15,16836.8,17277.95,3.27E+08,31344.46
27-Jan-22,17062,17182.5,16866.75,17110.15,3.96E+08,36296.64
28-Jan-22,17208.3,17373.5,17077.1,17101.95,3.55E+08,29799.89
31-Jan-22,17301.05,17410,17264.15,17339.85,3.22E+08,25474.13
########,17529.45,17622.4,17244.55,17576.85,3.86E+08,30033.66
########,17706.2,17794.6,17674.8,17780,2.71E+08,23611.59
########,17767.75,17781.15,17511.15,17560.2,2.27E+08,20373.06
########,17590.2,17617.8,17462.55,17516.3,2.61E+08,20651.85
########,17456.3,17536.75,17119.4,17213.6,2.65E+08,21925.11
########,17279.85,17306.45,17043.65,17266.75,2.69E+08,23846.16
########,17370.1,17477.15,17339,17463.8,2.36E+08,19327.67
########,17554.1,17639.45,17427.15,17605.85,2.74E+08,22210.93
########,17451,17454.75,17303,17374.75,2.53E+08,23230.82
########,17076.15,17099.5,16809.65,16842.8,3.06E+08,24976.16
########,16933.25,17375,16839.25,17352.45,2.99E+08,24765.67
########,17408.45,17490.6,17257.7,17322.2,2.45E+08,21128.38
